5900;"Reklam och PR"
6000;"Övriga försäljningskostnader R6"
6070;"Representation R6"
6071;"Representation, avdragsgill"
6072;"Representation, ej avdragsgill"
6100;"Kontorsmateriel och trycksaker"
6200;"Tele och post"
6300;"Företagsförsäkringar och övriga riskkostnader"
6310;"Företagsförsäkringar"
6500;"Övriga externa tjänster"
6800;"Inhyrd personal"
6900;"Övriga kostnader"
6980;"Föreningsavgifter"
7000;"Löner till anställda"
7300;"Kostnadsersättningar och förmåner"
7400;"Pensionskostnader"
7500;"Sociala och andra avgifter enligt lag och avtal"
7600;"Övriga personalkostnader"
7631;"Personalrepresentation, avdragsgill"
7632;"Personalrepresentation, ej avdragsgill"
7700;"Nedskrivningar"
7810;"Avskrivningar på immateriella anläggningstillgångar"
7820;"Avskrivningar på byggnader och markanläggningar"
7830;"Avskrivningar på maskiner och inventarier "
7970;"Förlust vid avyttring av immateriella och materiella anläggningstillgångar"
7980;"Ersättningsfonder"
8310;"Ränteintäkter och utdelningar"
8314;"Skattefria ränteintäkter"
8330;"Valutakursdifferenser på fordringar och placeringar "
8410;"Räntekostnader för skulder"
8430;"Valutakursdifferenser på skulder"
8990;"Resultat R11"
8999;"Årets resultat"
